Symbol,Market,Name,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region
095570,KOSPI,AJ네트웍스,산업용 기계 및 장비 임대업,"렌탈(파렛트, OA장비, 건설장비)",2015-08-21,12월,이현우,http://www.ajnet.co.kr,서울특별시
006840,KOSPI,AK홀딩스,기타 금융업,지주사업,1999-08-11,12월,"채형석, 이석주(각자 대표이사)",http://www.aekyunggroup.co.kr,서울특별시
152100,KOSPI,ARIRANG 200,,,,,,,
295820,KOSPI,ARIRANG 200동일가중,,,,,,,
253150,KOSPI,ARIRANG 200선물레버리지,,,,,,,
253160,KOSPI,ARIRANG 200선물인버스2X,,,,,,,
278420,KOSPI,ARIRANG ESG우수기업,,,,,,,
292750,KOSPI,ARIRANG KRX300,,,,,,,
309170,KOSPI,ARIRANG KRX300IT,,,,,,,
309210,KOSPI,ARIRANG KRX300헬스케어,,,,,,,
333940,KOSPI,ARIRANG KS로우볼가중TR,,,,,,,
333950,KOSPI,ARIRANG KS로우사이즈가중TR,,,,,,,
333960,KOSPI,ARIRANG KS모멘텀가중TR,,,,,,,
333970,KOSPI,ARIRANG KS밸류가중TR,,,,,,,
333980,KOSPI,ARIRANG KS퀄리티가중TR,,,,,,,
269530,KOSPI,ARIRANG S&P글로벌인프라,,,,,,,
251590,KOSPI,ARIRANG 고배당저변동50,,,,,,,
161510,KOSPI,ARIRANG 고배당주,,,,,,,
251600,KOSPI,ARIRANG 고배당주채권혼합,,,,,,,
289670,KOSPI,ARIRANG 국채선물10년,,,,,,,
298340,KOSPI,ARIRANG 국채선물3년,,,,,,,
189400,KOSPI,ARIRANG 글로벌MSCI(합성 H),,,,,,,
278620,KOSPI,ARIRANG 단기채권액티브,,,,,,,
269540,KOSPI,ARIRANG 미국S&P500(H),,,,,,,
287180,KOSPI,ARIRANG 미국나스닥기술주,,,,,,,
213630,KOSPI,ARIRANG 미국다우존스고배당주(합성 H),,,,,,,
332610,KOSPI,ARIRANG 미국단기우량회사채,,,,,,,
332620,KOSPI,ARIRANG 미국장기우량회사채,,,,,,,
195970,KOSPI,ARIRANG 선진국MSCI(합성 H),,,,,,,
238670,KOSPI,ARIRANG 스마트베타Quality채권혼합,,,,,,,
195980,KOSPI,ARIRANG 신흥국MSCI(합성 H),,,,,,,
373530,KOSPI,ARIRANG 신흥국MSCI인버스(합성 H),,,,,,,
256450,KOSPI,ARIRANG 심천차이넥스트(합성),,,,,,,
239660,KOSPI,ARIRANG 우량회사채50 1년,,,,,,,
280920,KOSPI,ARIRANG 주도업종,,,,,,,
266550,KOSPI,ARIRANG 중형주저변동50,,,,,,,
301400,KOSPI,ARIRANG 코스닥150,,,,,,,
301410,KOSPI,ARIRANG 코스닥150선물인버스,,,,,,,
227830,KOSPI,ARIRANG 코스피,,,,,,,
122090,KOSPI,ARIRANG 코스피50,,,,,,,
328370,KOSPI,ARIRANG 코스피TR,,,,,,,
301440,KOSPI,ARIRANG 코스피중형주,,,,,,,
376250,KOSPI,ARIRANG 탄소효율그린뉴딜,,,,,,,
027410,KOSPI,BGF,기타 금융업,지주회사,2014-05-19,12월,홍정국,http://www.bgf.co.kr,서울특별시
282330,KOSPI,BGF리테일,종합 소매업,체인화 편의점,2017-12-08,12월,이건준,http://www.bgfretail.com,서울특별시
138930,KOSPI,BNK금융지주,기타 금융업,금융지주회사,2011-03-30,12월,김지완,http://www.bnkfg.com,부산광역시
001460,KOSPI,BYC,봉제의복 제조업,"메리야스,란제리 제조,도매/건축공사/부동산 임대,분양,공급",1975-06-02,12월,고 윤 성,http://home.byc.co.kr,서울특별시
001465,KOSPI,BYC우,,,,,,,
001040,KOSPI,CJ,기타 금융업,지주회사,1973-06-29,12월,"손경식, 김홍기",http://www.cj.net,서울특별시
079160,KOSPI,CJ CGV,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화상영,영화관 운영",2004-12-24,12월,최병환,http://www.cgv.co.kr,서울특별시
00104K,KOSPI,CJ4우(전환),,,,,,,
000120,KOSPI,CJ대한통운,도로 화물 운송업,"Contract Logistics, 포워딩, 항만하역, 해운, 택배국제특송, SCM Consulting",1956-07-02,12월,박근희,http://www.cjlogistics.com,서울특별시
011150,KOSPI,CJ씨푸드,기타 식품 제조업,"수산물(어묵,맛살)가공품 도매,원양수산업,수출입",1988-11-26,12월,"이인덕, 오재석(각자대표)",http://www.cjseafood.net,경기도
011155,KOSPI,CJ씨푸드1우,,,,,,,
001045,KOSPI,CJ우,,,,,,,
097950,KOSPI,CJ제일제당,기타 식품 제조업,"설탕,소맥분,조미식품,육가공식품(돈육,돼지비계,돼지식용설육),대두가공식품,사료,의약품,생활화학제품 제조,도매,무역/통신판매",2007-09-28,12월,"손경식, 강신호, 최은석 (각자 대표이사)",http://www.cj.co.kr,서울특별시
097955,KOSPI,CJ제일제당 우,,,,,,,
000590,KOSPI,CS홀딩스,기타 금융업,"브랜드 수익, 자회사 배당",1975-12-22,12월,임규섭,http://www.chosunwelding.com,경상북도
012030,KOSPI,DB,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리",1993-01-06,12월,"문덕식,강운식 (각자 대표이사)",http://www.dbinc.co.kr,서울특별시
016610,KOSPI,DB금융투자,금융 지원 서비스업,"유가증권,위탁매매,인수,자기매매",1988-06-27,12월,고원종,http://db-fi.com,서울특별시
005830,KOSPI,DB손해보험,보험업,"자동차보험,화재보험,해상보험,특종보험,장기보험",1973-06-28,12월,김정남,http://www.idbins.com,서울특별시
000990,KOSPI,DB하이텍,반도체 제조업,반도체 제조,1975-12-12,12월,최창식,http://www.dbhitek.co.kr,경기도
000995,KOSPI,DB하이텍1우,,,,,,,
139130,KOSPI,DGB금융지주,기타 금융업,지주회사,2011-06-07,12월,김태오,http://www.dgbfg.co.kr,대구광역시
001530,KOSPI,DI동일,상품 중개업,"면사,화섬사,면포,혼방포,스포츠웨어용 신합섬 제조,도매,수출",1964-01-04,12월,"서태원, 손재선",http://www.dong-il.com,서울특별시
000210,KOSPI,DL,토목 건설업,지주회사,1976-02-02,12월,배원복,http://www.dlholdings.co.kr,서울특별시
000215,KOSPI,DL우,,,,,,,
375500,KOSPI,DL이앤씨,토목 건설업,토목 건설 사업,2021-01-25,12월,마창민,,서울특별시
37550K,KOSPI,DL이앤씨우,,,,,,,
004840,KOSPI,DRB동일,기타 금융업,"고무벨트(V벨트,콘베이어벨트,평벨트),프라스틱제품 제조,판매",1976-05-21,12월,류영식,http://drbworld.com,부산광역시
155660,KOSPI,DSR,1차 비철금속 제조업,합섬섬유로프,2013-05-15,12월,홍석빈,http://www.dsr.com,부산광역시
069730,KOSPI,DSR제강,1차 철강 제조업,"와이어로프,각종 경강선,철선제품,PC강선,아연도 강연선 제조",2003-01-28,12월,홍하종,http://www.dsrcorp.com,전라남도
017940,KOSPI,E1,기타 전문 도매업,"LPG(프로판,부탄가스),가스기기판매",1997-08-27,12월,구자용 사장,http://www.e1.co.kr,서울특별시
365550,KOSPI,ESR켄달스퀘어리츠,부동산 임대 및 공급업,부동산투자,2020-12-23,05월,박래익,http://www.esrks-reit.com,서울특별시
007700,KOSPI,F&F,봉제의복 제조업,"스포츠웨어(골프웨어) 제조/도서출판(단행본,유아/아동전집류(아인슈타인시리즈),잡지)/이천고속도로휴게소/문구사무용품,수입의류 판매,소매",1984-10-04,12월,김창수,http://www.fnf.co.kr,서울특별시
285690,KOSPI,FOCUS ESG리더스,,,,,,,
292730,KOSPI,FOCUS KRX300,,,,,,,
73501BA2,KOSPI,GB중소성장기업A,,,,,,,
73502BA2,KOSPI,GB중소성장기업C,,,,,,,
73503BA2,KOSPI,GB중소성장기업I,,,,,,,
114090,KOSPI,GKL,유원지 및 기타 오락관련 서비스업,카지노,2009-11-19,12월,유태열,http://www.grandkorea.com,서울특별시
078930,KOSPI,GS,기타 금융업,지주회사/부동산 임대,2004-08-05,12월,"허태수, 홍순기 (각자 대표이사)",,서울특별시
006360,KOSPI,GS건설,건물 건설업,"토목공사,건축공사,주택공사,산업플랜트공사,리모델링공사,시설물유지관리공사/산업설비설계,감리 용역,수출입/에너지관리 진단,연구개발",1981-08-03,12월,"허창수, 임병용(각자 대표이사)",http://www.gsconst.co.kr/,서울특별시
001250,KOSPI,GS글로벌,상품 종합 도매업,"수출입업(시멘트,철강금속,전기전자,섬유,기계화학),상품중개,광업,채석업/하수처리 서비스/부동산 임대",1976-06-26,12월,김태형,http://www.gsgcorp.com,서울특별시
007070,KOSPI,GS리테일,종합 소매업,"체인화 편의점,슈퍼마켓,마트,전자상거래/부동산(빌딩) 임대",2011-12-23,12월,허연수,http://www.gsretail.com,서울특별시
078935,KOSPI,GS우,,,,,,,
293180,KOSPI,HANARO 200,,,,,,,
332930,KOSPI,HANARO 200TR,,,,,,,
304780,KOSPI,HANARO 200선물레버리지,,,,,,,
306520,KOSPI,HANARO 200선물인버스,,,,,,,
368190,KOSPI,HANARO Fn K-뉴딜디지털플러스,,,,,,,
367740,KOSPI,HANARO Fn5G산업,,,,,,,
346000,KOSPI,HANARO KAP초장기국고채,,,,,,,
304760,KOSPI,HANARO KRX300,,,,,,,
332940,KOSPI,HANARO MSCI Korea TR,,,,,,,
322400,KOSPI,HANARO e커머스,,,,,,,
322410,KOSPI,HANARO 고배당,,,,,,,
354350,KOSPI,HANARO 글로벌럭셔리S&P(합성),,,,,,,
314700,KOSPI,HANARO 농업융복합산업,,,,,,,
306540,KOSPI,HANARO 단기통안채,,,,,,,
304770,KOSPI,HANARO 코스닥150,,,,,,,
306530,KOSPI,HANARO 코스닥150선물레버리지,,,,,,,
375760,KOSPI,HANARO 탄소효율그린뉴딜,,,,,,,
012630,KOSPI,HDC,기타 금융업,"토목공사,건축공사,아파트분양사업,재개발/재건축사업",1996-10-16,12월,"정몽규, 유병규",http://www.i-park.com,서울특별시
039570,KOSPI,HDC아이콘트롤스,전기 및 통신 공사업,"기계설비공사, 스마트홈, 지능형 빌딩, SOC",2015-09-24,12월,김성은,http://www.icontrols.co.kr,경기도
089470,KOSPI,HDC현대EP,기타 화학제품 제조업,"합성수지(PP컴파운딩가공,자동차범퍼,내장제) 제조,도소매",2006-09-25,12월,정 중 규,http://www.hyundai-ep.com,충청남도
294870,KOSPI,HDC현대산업개발,건물 건설업,"외주주택, 자체공사, 일반건축, 토목 등",2018-06-12,12월,"권순호, 정경구",http://www.hdc-dvp.com,서울특별시
011200,KOSPI,HMM,해상 운송업,"정기,부정기,전용선,콘테이너선,자동차선,LNG선 해운",1995-10-05,12월,배재훈,http://www.hmm21.com,서울특별시
082740,KOSPI,HSD엔진,일반 목적용 기계 제조업,"대형선박용엔진,내연발전엔진",2011-01-04,12월,고영열,http://www.hsdengine.com,경상남도
003560,KOSPI,IHQ,"영화, 비디오물, 방송프로그램 제작 및 배급업","매니지먼트, 음반, 드라마 제작, 유료방송, 프로그램 공급, 광고대행",1973-12-18,12월,전용주,http://www.ihq.co.kr,서울특별시
175330,KOSPI,JB금융지주,기타 금융업,금융지주 회사,2013-07-18,12월,김기홍,http://www.jbfg.com,전라북도
234080,KOSPI,JW생명과학,의약품 제조업,"기초수액, TPN, 특수수액, HEMO, 영양수액 등",2016-10-27,12월,차성남,http://www.jw-lifescience.co.kr,충청남도
001060,KOSPI,JW중외제약,의약품 제조업,"수액제,소화기궤양치료제,항생제,항암제 제조,도매",1976-06-14,12월,"대표이사 신영섭, 이성열(각자 대표이사)",http://www.jw-pharma.co.kr,서울특별시
001067,KOSPI,JW중외제약2우B,,,,,,,
001065,KOSPI,JW중외제약우,,,,,,,
096760,KOSPI,JW홀딩스,기타 금융업,의약품 수출입업,2007-07-31,12월,"이경하, 한성권",http://jw-holdings.co.kr,서울특별시
580011,KOSPI,KB FnGuide 언택트 ETN,,,,,,,
580007,KOSPI,KB KQ 우량주30 ETN,,,,,,,
580013,KOSPI,KB KRX ESG Eco ETN,,,,,,,
580012,KOSPI,KB KRX300 ETN,,,,,,,
580006,KOSPI,KB KTOP30 ETN,,,,,,,
580010,KOSPI,KB Wise 분할매매 ETN,,,,,,,
580015,KOSPI,KB 레버리지 나스닥 100 ETN,,,,,,,
71901B96,KOSPI,KB 와이즈 스타 부동산 자 2 A,,,,,,,
71902B96,KOSPI,KB 와이즈 스타 부동산 자 2 C-F,,,,,,,
71903B96,KOSPI,KB 와이즈 스타 부동산 자 2 C-I,,,,,,,
580014,KOSPI,KB 인버스 2X 나스닥 100 ETN,,,,,,,
580009,KOSPI,KB 코스피 마운틴 ETN,,,,,,,
580008,KOSPI,KB 코스피 양매도 5% OTM ETN,,,,,,,
58F194,KOSPI,KBF194SK하이닉콜,,,,,,,
58F195,KOSPI,KBF195삼성전자콜,,,,,,,
58F298,KOSPI,KBF298삼성전자콜,,,,,,,
58F299,KOSPI,KBF299삼성전자풋,,,,,,,
58F407,KOSPI,KBF407LG화학콜,,,,,,,
58F408,KOSPI,KBF408SK하이닉콜,,,,,,,
58F409,KOSPI,KBF409삼성전자콜,,,,,,,
58F554,KOSPI,KBF554SK하이닉풋,,,,,,,
58F555,KOSPI,KBF555넷마블콜,,,,,,,
58F556,KOSPI,KBF556삼성전자콜,,,,,,,
58F557,KOSPI,KBF557삼성전자풋,,,,,,,
58F558,KOSPI,KBF558신한지주콜,,,,,,,
58F559,KOSPI,KBF559엘지전자콜,,,,,,,
58F560,KOSPI,KBF560LG화학콜,,,,,,,
58F561,KOSPI,KBF561SK하이닉콜,,,,,,,
58F562,KOSPI,KBF562삼성바이콜,,,,,,,
58F563,KOSPI,KBF563삼성전자콜,,,,,,,
58F564,KOSPI,KBF564삼성전자콜,,,,,,,
58F565,KOSPI,KBF565셀트리온콜,,,,,,,
58F708,KOSPI,KBF708엘지디스콜,,,,,,,
58F709,KOSPI,KBF709엘지전자콜,,,,,,,
58F711,KOSPI,KBF711네이버콜,,,,,,,
58F712,KOSPI,KBF712POSCO콜,,,,,,,
58F713,KOSPI,KBF713SK하이닉콜,,,,,,,
58F714,KOSPI,KBF714기아차콜,,,,,,,
58F715,KOSPI,KBF715삼성SDI콜,,,,,,,
58F716,KOSPI,KBF716삼성바이콜,,,,,,,
58F717,KOSPI,KBF717삼성전자콜,,,,,,,
58F718,KOSPI,KBF718셀트리온콜,,,,,,,
58F719,KOSPI,KBF719셀트헬스콜,,,,,,,
58F720,KOSPI,KBF720신한지주콜,,,,,,,
58F721,KOSPI,KBF721NC소프트콜,,,,,,,
58F722,KOSPI,KBF722카카오콜,,,,,,,
58F723,KOSPI,KBF723현대차콜,,,,,,,
58F724,KOSPI,KBF724현대차콜,,,,,,,
58F725,KOSPI,KBF725엘지전자풋,,,,,,,
58F727,KOSPI,KBF727SK이노콜,,,,,,,
58F728,KOSPI,KBF728SK하이닉콜,,,,,,,
58F729,KOSPI,KBF729롯데케미콜,,,,,,,
58F730,KOSPI,KBF730삼성전자콜,,,,,,,
58F731,KOSPI,KBF731신한지주콜,,,,,,,
58F732,KOSPI,KBF732카카오콜,,,,,,,
58F733,KOSPI,KBF733엘지전자콜,,,,,,,
58F734,KOSPI,KBF734LG화학콜,,,,,,,
58F735,KOSPI,KBF735네이버콜,,,,,,,
58F736,KOSPI,KBF736네이버풋,,,,,,,
58F737,KOSPI,KBF737SK하이닉콜,,,,,,,
58F738,KOSPI,KBF738기아차콜,,,,,,,
58F739,KOSPI,KBF739삼성전자콜,,,,,,,
58F907,KOSPI,KBF907LG화학풋,,,,,,,
58F912,KOSPI,KBF912셀트리온콜,,,,,,,
58F913,KOSPI,KBF913셀트헬스콜,,,,,,,
58F914,KOSPI,KBF914NC소프트콜,,,,,,,
58F915,KOSPI,KBF915카카오콜,,,,,,,
58F916,KOSPI,KBF916LG화학콜,,,,,,,
58F917,KOSPI,KBF917POSCO콜,,,,,,,
58F918,KOSPI,KBF918SK텔레콤콜,,,,,,,
58F919,KOSPI,KBF919기아차콜,,,,,,,
58F920,KOSPI,KBF920넷마블콜,,,,,,,
58F921,KOSPI,KBF921삼성SDI콜,,,,,,,
58F922,KOSPI,KBF922삼성바이콜,,,,,,,
58F923,KOSPI,KBF923삼성전기콜,,,,,,,
58F924,KOSPI,KBF924삼성전자콜,,,,,,,
58F925,KOSPI,KBF925삼성전자풋,,,,,,,
58F926,KOSPI,KBF926셀트리온콜,,,,,,,
58F927,KOSPI,KBF927셀트헬스콜,,,,,,,
58F928,KOSPI,KBF928NC소프트콜,,,,,,,
58F929,KOSPI,KBF929카카오콜,,,,,,,
58F930,KOSPI,KBF930현대차콜,,,,,,,
58F932,KOSPI,KBF932LG화학콜,,,,,,,
58F933,KOSPI,KBF933네이버콜,,,,,,,
58F934,KOSPI,KBF934SK하이닉콜,,,,,,,
58F935,KOSPI,KBF935삼성전자콜,,,,,,,
58F937,KOSPI,KBF937삼성전자콜,,,,,,,
58FA47,KOSPI,KBFA47LG유플콜,,,,,,,
58FA48,KOSPI,KBFA48엘지전자풋,,,,,,,
58FA49,KOSPI,KBFA49엘지전자콜,,,,,,,
58FA50,KOSPI,KBFA50LG화학콜,,,,,,,
58FA51,KOSPI,KBFA51LG화학콜,,,,,,,
58FA52,KOSPI,KBFA52네이버콜,,,,,,,
58FA53,KOSPI,KBFA53SK이노콜,,,,,,,
58FA54,KOSPI,KBFA54SK텔레콤콜,,,,,,,
58FA55,KOSPI,KBFA55기아차콜,,,,,,,
58FA56,KOSPI,KBFA56기아차풋,,,,,,,
58FA57,KOSPI,KBFA57넷마블콜,,,,,,,
58FA58,KOSPI,KBFA58삼성SDI콜,,,,,,,
58FA59,KOSPI,KBFA59삼성SDI풋,,,,,,,
58FA60,KOSPI,KBFA60삼성바이콜,,,,,,,
58FA61,KOSPI,KBFA61삼성전자콜,,,,,,,
58FA62,KOSPI,KBFA62삼성중콜,,,,,,,
58FA63,KOSPI,KBFA63셀트리온콜,,,,,,,
58FA64,KOSPI,KBFA64NC소프트콜,,,,,,,
58FA65,KOSPI,KBFA65카카오콜,,,,,,,
58FA66,KOSPI,KBFA66카카오콜,,,,,,,
58FA68,KOSPI,KBFA68현대차콜,,,,,,,
58FA69,KOSPI,KBFA69LG화학콜,,,,,,,
58FA70,KOSPI,KBFA70LG화학풋,,,,,,,
58FA71,KOSPI,KBFA71네이버콜,,,,,,,
58FA72,KOSPI,KBFA72SK텔레콤콜,,,,,,,
58FA73,KOSPI,KBFA73넷마블콜,,,,,,,
58FA74,KOSPI,KBFA74삼성바이콜,,,,,,,
58FA75,KOSPI,KBFA75삼성전자콜,,,,,,,
58FA76,KOSPI,KBFA76삼성전자풋,,,,,,,
58FA77,KOSPI,KBFA77카카오콜,,,,,,,
58FA78,KOSPI,KBFA78하나금융콜,,,,,,,
58FA79,KOSPI,KBFA79현대차콜,,,,,,,
58FA80,KOSPI,KBFA80LG화학콜,,,,,,,
58FA81,KOSPI,KBFA81네이버콜,,,,,,,
58FA82,KOSPI,KBFA82SK하이닉콜,,,,,,,
58FA83,KOSPI,KBFA83삼성전자콜,,,,,,,
58FA84,KOSPI,KBFA84NC소프트콜,,,,,,,
58FA85,KOSPI,KBFA85카카오콜,,,,,,,
58FA86,KOSPI,KBFA86삼성전자콜,,,,,,,
58FB40,KOSPI,KBFB40LG생건콜,,,,,,,
58FB41,KOSPI,KBFB41엘지전자콜,,,,,,,
58FB42,KOSPI,KBFB42LG화학콜,,,,,,,
58FB43,KOSPI,KBFB43네이버콜,,,,,,,
58FB44,KOSPI,KBFB44POSCO풋,,,,,,,
58FB45,KOSPI,KBFB45SK이노콜,,,,,,,
58FB46,KOSPI,KBFB46SK하이닉콜,,,,,,,
58FB47,KOSPI,KBFB47기아차풋,,,,,,,
58FB48,KOSPI,KBFB48넷마블콜,,,,,,,
58FB49,KOSPI,KBFB49넷마블콜,,,,,,,
58FB50,KOSPI,KBFB50롯데케미콜,,,,,,,
58FB51,KOSPI,KBFB51삼성SDI콜,,,,,,,
58FB52,KOSPI,KBFB52삼성물산콜,,,,,,,
58FB53,KOSPI,KBFB53삼성바이콜,,,,,,,
58FB54,KOSPI,KBFB54삼성SDS콜,,,,,,,
58FB55,KOSPI,KBFB55셀트리온콜,,,,,,,
58FB56,KOSPI,KBFB56셀트리온풋,,,,,,,
58FB57,KOSPI,KBFB57카카오콜,,,,,,,
58FB58,KOSPI,KBFB58하나금융콜,,,,,,,
58FB59,KOSPI,KBFB59한국전력풋,,,,,,,
58FB60,KOSPI,KBFB60한국전력콜,,,,,,,
58FB61,KOSPI,KBFB61현대차콜,,,,,,,
58FB62,KOSPI,KBFB62현대차콜,,,,,,,
58FB63,KOSPI,KBFB63엘지디스콜,,,,,,,
58FB64,KOSPI,KBFB64LG유플콜,,,,,,,
58FB65,KOSPI,KBFB65엘지전자풋,,,,,,,
58FB66,KOSPI,KBFB66네이버콜,,,,,,,
58FB67,KOSPI,KBFB67네이버풋,,,,,,,
58FB68,KOSPI,KBFB68SK하이닉콜,,,,,,,
58FB69,KOSPI,KBFB69기아차콜,,,,,,,
58FB70,KOSPI,KBFB70넷마블콜,,,,,,,
58FB71,KOSPI,KBFB71넷마블풋,,,,,,,
58FB72,KOSPI,KBFB72삼성SDI콜,,,,,,,
58FB73,KOSPI,KBFB73삼성전자콜,,,,,,,
58FB74,KOSPI,KBFB74삼성중콜,,,,,,,
58FB75,KOSPI,KBFB75신한지주콜,,,,,,,
58FB76,KOSPI,KBFB76NC소프트콜,,,,,,,
58FB77,KOSPI,KBFB77카카오콜,,,,,,,
58FB78,KOSPI,KBFB78한국전력콜,,,,,,,
58FB79,KOSPI,KBFB79모비스콜,,,,,,,
58FB80,KOSPI,KBFB80현대차콜,,,,,,,
58FB81,KOSPI,KBFB81현대차콜,,,,,,,
58FB82,KOSPI,KBFB82현대차풋,,,,,,,
58FB83,KOSPI,KBFB83엘지전자콜,,,,,,,
58FB84,KOSPI,KBFB84POSCO콜,,,,,,,
58FB85,KOSPI,KBFB85SK텔레콤콜,,,,,,,
58FB86,KOSPI,KBFB86SK하이닉콜,,,,,,,
58FB87,KOSPI,KBFB87넷마블콜,,,,,,,
58FB88,KOSPI,KBFB88삼성SDI콜,,,,,,,
58FB89,KOSPI,KBFB89삼성바이콜,,,,,,,
58FB90,KOSPI,KBFB90삼성전자콜,,,,,,,
58FB91,KOSPI,KBFB91셀트리온콜,,,,,,,
58FB92,KOSPI,KBFB92셀트헬스콜,,,,,,,
58FB93,KOSPI,KBFB93하나금융콜,,,,,,,
58FB94,KOSPI,KBFB94현대차콜,,,,,,,
58FB95,KOSPI,KBFB95LG화학콜,,,,,,,
58FB96,KOSPI,KBFB96네이버콜,,,,,,,
58FB97,KOSPI,KBFB97SK하이닉콜,,,,,,,
58FB98,KOSPI,KBFB98기아차콜,,,,,,,
58FB99,KOSPI,KBFB99삼성SDI콜,,,,,,,
58FC01,KOSPI,KBFC01셀트리온콜,,,,,,,
58FC02,KOSPI,KBFC02셀트리온풋,,,,,,,
58FC03,KOSPI,KBFC03카카오콜,,,,,,,
58FC04,KOSPI,KBFC04현대차콜,,,,,,,
58FC05,KOSPI,KBFC05삼성전자콜,,,,,,,
58FC44,KOSPI,KBFC44엘지디스콜,,,,,,,
58FC45,KOSPI,KBFC45엘지디스풋,,,,,,,
58FC46,KOSPI,KBFC46엘지전자콜,,,,,,,
58FC47,KOSPI,KBFC47엘지전자콜,,,,,,,
58FC48,KOSPI,KBFC48엘지전자풋,,,,,,,
58FC49,KOSPI,KBFC49LG화학콜,,,,,,,
58FC50,KOSPI,KBFC50LG화학풋,,,,,,,
58FC51,KOSPI,KBFC51네이버콜,,,,,,,
58FC52,KOSPI,KBFC52네이버풋,,,,,,,
58FC53,KOSPI,KBFC53POSCO콜,,,,,,,
58FC54,KOSPI,KBFC54SK이노콜,,,,,,,
58FC55,KOSPI,KBFC55SK이노풋,,,,,,,
58FC56,KOSPI,KBFC56SK하이닉콜,,,,,,,
58FC57,KOSPI,KBFC57SK하이닉풋,,,,,,,
58FC58,KOSPI,KBFC58기아차콜,,,,,,,
58FC59,KOSPI,KBFC59기아차콜,,,,,,,
58FC60,KOSPI,KBFC60기아차콜,,,,,,,
58FC61,KOSPI,KBFC61기아차풋,,,,,,,
58FC62,KOSPI,KBFC62넷마블콜,,,,,,,
58FC63,KOSPI,KBFC63넷마블콜,,,,,,,
58FC64,KOSPI,KBFC64넷마블풋,,,,,,,
58FC65,KOSPI,KBFC65롯데케미콜,,,,,,,
58FC66,KOSPI,KBFC66삼성바이콜,,,,,,,
58FC67,KOSPI,KBFC67삼성바이풋,,,,,,,
58FC68,KOSPI,KBFC68삼성전자콜,,,,,,,
58FC69,KOSPI,KBFC69삼성전자풋,,,,,,,
58FC70,KOSPI,KBFC70셀트리온콜,,,,,,,
58FC71,KOSPI,KBFC71셀트리온풋,,,,,,,
58FC72,KOSPI,KBFC72셀트헬스콜,,,,,,,
58FC73,KOSPI,KBFC73셀트헬스풋,,,,,,,
58FC74,KOSPI,KBFC74신한지주콜,,,,,,,
58FC75,KOSPI,KBFC75신한지주풋,,,,,,,
58FC76,KOSPI,KBFC76아모레콜,,,,,,,
58FC77,KOSPI,KBFC77SK바이오콜,,,,,,,
58FC78,KOSPI,KBFC78SK바이오콜,,,,,,,
58FC79,KOSPI,KBFC79카카오콜,,,,,,,
58FC80,KOSPI,KBFC80한미약품콜,,,,,,,
58FC81,KOSPI,KBFC81한미약품콜,,,,,,,
58FC82,KOSPI,KBFC82한미약품풋,,,,,,,
58FC83,KOSPI,KBFC83모비스콜,,,,,,,
58FC84,KOSPI,KBFC84현대차콜,,,,,,,
58FC85,KOSPI,KBFC85현대차콜,,,,,,,
58FC86,KOSPI,KBFC86현대차풋,,,,,,,
58FC87,KOSPI,KBFC87엘지전자콜,,,,,,,
58FC88,KOSPI,KBFC88엘지전자콜,,,,,,,
58FC89,KOSPI,KBFC89LG화학콜,,,,,,,
58FC90,KOSPI,KBFC90네이버콜,,,,,,,
58FC91,KOSPI,KBFC91SK하이닉콜,,,,,,,
58FC92,KOSPI,KBFC92기아차콜,,,,,,,
58FC93,KOSPI,KBFC93넷마블콜,,,,,,,
58FC94,KOSPI,KBFC94롯데케미풋,,,,,,,
58FC95,KOSPI,KBFC95삼성SDI콜,,,,,,,
58FC96,KOSPI,KBFC96삼성전자콜,,,,,,,
58FC97,KOSPI,KBFC97셀트리온콜,,,,,,,
58FC98,KOSPI,KBFC98셀트헬스콜,,,,,,,
58FC99,KOSPI,KBFC99신한지주콜,,,,,,,
58FD00,KOSPI,KBFD00SK바이오콜,,,,,,,
58FD01,KOSPI,KBFD01SK바이오콜,,,,,,,
58FD02,KOSPI,KBFD02카카오풋,,,,,,,
58FD03,KOSPI,KBFD03한미약품콜,,,,,,,
58FD04,KOSPI,KBFD04현대차콜,,,,,,,
58FD05,KOSPI,KBFD05엘지디스콜,,,,,,,
58FD06,KOSPI,KBFD06엘지디스풋,,,,,,,
58FD07,KOSPI,KBFD07엘지전자풋,,,,,,,
58FD08,KOSPI,KBFD08엘지전자콜,,,,,,,
58FD09,KOSPI,KBFD09LG화학콜,,,,,,,
58FD10,KOSPI,KBFD10네이버콜,,,,,,,
58FD11,KOSPI,KBFD11SK이노콜,,,,,,,
58FD12,KOSPI,KBFD12기아차콜,,,,,,,
58FD13,KOSPI,KBFD13셀트리온풋,,,,,,,
58FD14,KOSPI,KBFD14셀트헬스콜,,,,,,,
58FD15,KOSPI,KBFD15신한지주콜,,,,,,,
58FD16,KOSPI,KBFD16SK바이오콜,,,,,,,
58FD17,KOSPI,KBFD17SK바이오콜,,,,,,,
58FD18,KOSPI,KBFD18카카오콜,,,,,,,
58FD19,KOSPI,KBFD19한미약품콜,,,,,,,
58FD20,KOSPI,KBFD20현대차콜,,,,,,,
58FD21,KOSPI,KBFD21네이버콜,,,,,,,
